Tag;AVG_RH200;AVG_TA200;MAX_NN050;MAX_RH200;MAX_TA200;MIN_RH200;MIN_TA200;SUM_NN050;SUM_SOH
13.12.2014;74,61;10,13;,00;91,17;12,54;64,83;7,54;,00;,49
14.12.2014;95,03;9,33;,10;100,00;11,39;91,00;6,80;,10;,00
15.12.2014;98,19;8,44;,00;100,00;10,92;93,83;1,26;,00;,00
16.12.2014;97,67;5,08;,20;100,00;7,64;89,50;-,03;,60;,38
17.12.2014;95,02;5,14;,20;100,00;7,44;86,50;1,70;,50;,00
18.12.2014;95,97;10,40;,30;99,67;12,37;91,50;7,59;,30;,00
19.12.2014;89,09;10,54;,20;99,50;11,48;80,33;8,89;,50;,12
20.12.2014;84,84;6,19;,10;100,00;9,56;62,17;,90;,10;3,96
21.12.2014;88,59;5,81;,10;97,00;8,42;72,17;4,63;,20;3,95
22.12.2014;83,92;5,49;,00;95,67;8,53;75,67;2,48;,00;4,04
23.12.2014;75,22;5,69;,00;95,33;11,10;56,67;,77;,00;5,10
24.12.2014;81,90;6,41;,00;93,00;8,80;71,00;2,57;,00;,00
25.12.2014;82,89;6,30;,80;100,00;8,51;63,67;2,25;1,20;1,41
26.12.2014;96,40;2,38;,20;100,00;6,34;80,83;-,37;,70;1,46
27.12.2014;96,75;2,14;1,20;100,00;4,41;86,33;,27;5,10;,00
28.12.2014;92,92;-2,28;,30;100,00;1,33;82,33;-7,06;,40;,00
29.12.2014;96,76;-6,27;,00;99,00;-2,71;88,17;-11,62;,00;,00
30.12.2014;98,64;-1,66;,00;100,00;-,30;96,33;-3,82;,00;,00
31.12.2014;98,19;-,56;,40;100,00;2,11;89,00;-2,36;,70;,20
