name,var.emerge.f,t.maturation,p.max.nesting.life,max.f.ratio,max.cells,max.survival.e.f,a.sex.age,overall.avg.x,BroodCells.RMSE,BroodCells.NRMSE,overall.avg.y,BroodCells.MAE,BroodCells.NMAE,overall.avg.x.x,BroodCells.RSR,overall.avg.y.y,Nesting.RMSE,Nesting.NRMSE,overall.avg.x.x.x,Nesting.MAE,Nesting.NMAE,overall.avg.y.y.y,Nesting.RSR,Offspring.RMSE,Offspring.NRMSE,Offspring.MAE,Offspring.NMAE,Avg.NRMSE,Avg.NMAE,Avg.RSR
Cel2015_SceA_IT,3,7,0.09,0.457,1.543,0.913,-0.058,511.3645833333333,374.8688691923928,0.7330755422067122,511.3645833333333,336.77208333333334,0.6585752989346316,511.3645833333333,3.2472912846612663,10.275,10.82281386701259,1.0533152182007386,10.275,9.415,0.916301703,10.275,2.674906967747731,0.023411795625614573,0.074902928,0.023411795625614573,0.074902928,0.6204312296057498,0.5499266435024823,2.9610991262044983
Cel2015_SceB_1200m_dist_IT,3,7,0.09,0.457,1.543,0.913,-0.058,511.3645833333333,348.9771329513105,0.6824429073216234,511.3645833333333,330.09708333333333,0.64552199,511.3645833333333,3.1540440856744705,10.275,10.780479581168919,1.0491950930578022,10.275,9.387,0.9135766423357664,10.275,2.647914473,0.045540447,0.14570060876841118,0.045540447,0.14570060876841118,0.6257795363826123,0.5682664136260902,2.900979279
Cel2015_SceB_1200m_prop_IT,3,7,0.09,0.457,1.543,0.913,-0.058,511.3645833333333,395.3914987,0.7732086099404988,511.3645833333333,351.99125,0.6883371697459819,511.3645833333333,3.520786154146937,10.275,10.88321000440587,1.0591931877767269,10.275,9.483,0.9229197080291971,10.275,2.6766702492315066,0.055465417,0.17745423065741997,0.055465417,0.17745423065741997,0.6699520094582152,0.5962370361441997,3.098728201689222
Cel2015_SceB_400m_dist_IT,3,7,0.09,0.457,1.543,0.913,-0.058,511.3645833333333,357.16120058910377,0.6984472766200315,511.3645833333333,334.66375,0.6544523436067711,511.3645833333333,3.2151257996325633,10.275,10.34354001297428,1.0066705608734092,10.275,8.997,0.8756204379562044,10.275,2.4985734235874233,0.048340117272249516,0.15465778026026666,0.048340117272249516,0.15465778026026666,0.6199252059179025,0.5615768539410807,2.8568496116099933
Cel2015_SceB_400m_prop_IT,3,7,0.09,0.457,1.543,0.913,-0.058,511.3645833333333,407.0847832736034,0.7960754352990554,511.3645833333333,361.5995833333333,0.7071267645800656,511.3645833333333,3.619609752996361,10.275,10.944053179695354,1.0651146646905454,10.275,9.515,0.9260340632603407,10.275,2.6686855145270743,0.057898763,0.18523939816295737,0.057898763,0.18523939816295737,0.6821431660508528,0.6061334086677879,3.1441476337617176
Cel2015_SceB_800m_dist_IT,3,7,0.09,0.457,1.543,0.913,-0.058,511.3645833333333,349.7175965779389,0.6838909223988539,511.3645833333333,330.96375,0.6472168014503678,511.3645833333333,3.170062419719585,10.275,11.218066678354162,1.0917826450952957,10.275,9.727,0.9466666666666667,10.275,2.7590358546493663,0.052577303,0.16821409404523155,0.052577303,0.16821409404523155,0.6479625538464604,0.5873658540540887,2.9645491371844757
Cel2015_SceB_800m_prop_IT,3,7,0.09,0.457,1.543,0.913,-0.058,511.3645833333333,397.1066870371026,0.7765627499045008,511.3645833333333,353.41625,0.6911238312521644,511.3645833333333,3.5476748431327083,10.275,11.13779960315322,1.0839707642971503,10.275,9.655,0.9396593673965936,10.275,2.711264569734603,0.061942326588147134,0.19817624107790113,0.061942326588147134,0.19817624107790113,0.6862365850931841,0.609653147,3.129469706433656
Cel2015_SceC_1200m_dist_IT,3,7,0.09,0.457,1.543,0.913,-0.058,511.3645833333333,339.67196804110387,0.6642461740837623,511.3645833333333,321.41541666666666,0.6285445397323338,511.3645833333333,2.9846240733170317,10.275,11.046049972727808,1.0750413598761857,10.275,9.591,0.9334306569343065,10.275,2.7145387169715223,0.068290955,0.21848783383565606,0.068290955,0.21848783383565606,0.6525917892652013,0.5934876768340988,2.849581395144277
Cel2015_SceC_1200m_prop_IT,3,7,0.09,0.457,1.543,0.913,-0.058,511.3645833333333,456.34663826552946,0.8924095511089778,511.3645833333333,403.77791666666667,0.7896086859098409,511.3645833333333,4.336604279773959,10.275,10.63299299350846,1.0348411672514315,10.275,9.215,0.8968369829683698,10.275,2.5421184345339487,0.12606026028648473,0.40331304794188627,0.12606026028648473,0.40331304794188627,0.7768545887674319,0.6965862389400324,3.439361357153954
Cel2015_SceC_400m_dist_IT,3,7,0.09,0.457,1.543,0.913,-0.058,511.3645833333333,343.98987287358233,0.6726900612304476,511.3645833333333,332.2004166666667,0.6496351673422828,511.3645833333333,3.192441019077488,10.275,10.802397881951952,1.0513282610172217,10.275,9.323,0.9073479318734793,10.275,2.561070800091325,0.078514894,0.2511979682666314,0.078514894,0.2511979682666314,0.6584054301714335,0.6027270224941311,2.8767559095844066
Cel2015_SceC_400m_prop_IT,3,7,0.09,0.457,1.543,0.913,-0.058,511.3645833333333,498.8062325755864,0.9754414928857896,511.3645833333333,438.7579166666667,0.8580138925668657,511.3645833333333,4.742171841636014,10.275,10.748693874141175,1.046101593590382,10.275,9.321,0.9071532846715328,10.275,2.617778892385166,0.14283276361148511,0.456974443,0.14283276361148511,0.456974443,0.8261725098498751,0.7407138734372841,3.679975367
