Plot-Titel: GeN-2693 ,,,,,
Anz.,Date,Time,Temp,Event,Precip
3043,2021-05-09,22:15:52,14.421,,
3044,2021-05-09,22:25:52,13.942,,
3045,2021-05-09,22:35:52,13.558,,
3046,2021-05-09,22:45:52,13.365,,
3047,2021-05-09,22:55:52,13.076,,
3048,2021-05-09,23:05:52,12.69,,
3049,2021-05-09,23:15:52,12.304,,
3050,2021-05-09,23:25:52,11.916,,
3051,2021-05-09,23:35:52,11.528,,
3052,2021-05-09,23:45:52,11.431,,
3053,2021-05-09,23:55:52,11.236,,
3054,2021-05-10,0:05:52,11.139,,
3055,2021-05-10,0:15:52,10.846,,
3056,2021-05-10,0:25:52,10.748,,
3057,2021-05-10,0:35:52,10.748,,
3058,2021-05-10,0:45:52,10.846,,
3059,2021-05-10,0:55:52,10.748,,
3060,2021-05-10,1:05:52,10.651,,
3061,2021-05-10,1:15:52,10.553,,
3062,2021-05-10,1:25:52,10.455,,
3063,2021-05-10,1:35:52,10.357,,
3064,2021-05-10,1:45:52,10.553,,
3065,2021-05-10,1:55:52,11.334,,
3066,2021-05-10,2:05:52,12.013,,
3067,2021-05-10,2:15:52,12.304,,
3068,2021-05-10,2:25:52,12.401,,
3069,2021-05-10,2:35:52,12.401,,
3070,2021-05-10,2:45:52,12.207,,
3071,2021-05-10,2:55:52,12.207,,
3072,2021-05-10,3:05:52,12.11,,
3073,2021-05-10,3:15:52,12.013,,
3074,2021-05-10,3:25:52,11.819,,
3075,2021-05-10,3:35:52,11.722,,
3076,2021-05-10,3:45:52,12.11,,
3077,2021-05-10,3:55:52,13.076,,
3078,2021-05-10,4:05:52,13.942,,
3079,2021-05-10,4:15:52,14.517,,
3080,2021-05-10,4:25:52,14.804,,
3081,2021-05-10,4:35:52,15.187,,
3082,2021-05-10,4:45:52,15.091,,
3083,2021-05-10,4:55:52,14.804,,
3084,2021-05-10,5:05:52,14.613,,
3085,2021-05-10,5:15:52,14.517,,
3086,2021-05-10,5:25:52,14.517,,
3087,2021-05-10,5:35:52,14.613,,
3088,2021-05-10,5:45:52,15.569,,
3089,2021-05-10,5:55:52,16.808,,
3090,2021-05-10,6:05:52,17.665,,
3091,2021-05-10,6:15:52,17.95,,
3092,2021-05-10,6:25:52,17.665,,
3093,2021-05-10,6:35:52,16.999,,
3094,2021-05-10,6:45:52,16.332,,
3095,2021-05-10,6:55:52,16.141,,
3096,2021-05-10,7:05:52,16.046,,
3097,2021-05-10,7:15:52,15.951,,
3098,2021-05-10,7:25:52,15.855,,
3099,2021-05-10,7:35:52,15.855,,
3100,2021-05-10,7:45:52,15.855,,
3101,2021-05-10,7:55:52,16.046,,
3102,2021-05-10,8:05:52,16.332,,
3103,2021-05-10,8:15:52,16.999,,
3104,2021-05-10,8:25:52,17.76,,
3105,2021-05-10,8:35:52,18.521,,
3106,2021-05-10,8:45:52,19.187,,
3107,2021-05-10,8:55:52,19.567,,
3108,2021-05-10,9:05:52,19.377,,
3109,2021-05-10,9:15:52,19.282,,
3110,2021-05-10,9:25:52,19.282,,
3111,2021-05-10,9:35:52,20.138,,
3112,2021-05-10,9:45:52,20.519,,
3113,2021-05-10,9:55:52,20.519,,
3114,2021-05-10,10:05:52,22.908,,
3115,2021-05-10,10:15:52,24.931,,
3116,2021-05-10,10:25:52,24.448,,
3117,2021-05-10,10:35:52,22.525,,
3118,2021-05-10,10:45:52,20.519,,
3119,2021-05-10,10:55:52,19.758,,
3120,2021-05-10,11:05:52,20.615,,
3121,2021-05-10,11:15:52,22.238,,
3122,2021-05-10,11:25:52,23.966,,
3123,2021-05-10,11:35:52,23.484,,
3124,2021-05-10,11:45:52,22.142,,
3125,2021-05-10,11:55:52,22.238,,
3126,2021-05-10,12:05:52,23.581,,
3127,2021-05-10,12:15:52,23.869,,
3128,2021-05-10,12:25:52,24.062,,
3129,2021-05-10,12:35:52,24.448,,
3130,2021-05-10,12:45:52,24.738,,
3131,2021-05-10,12:55:52,24.835,,
3132,2021-05-10,13:05:52,24.448,,
3133,2021-05-10,13:15:52,23.388,,
3134,2021-05-10,13:25:52,21.951,,
3135,2021-05-10,13:35:52,20.71,,
3136,2021-05-10,13:45:52,19.853,,
3137,2021-05-10,13:55:52,19.282,,
3138,2021-05-10,14:05:52,18.806,,
3139,2021-05-10,14:15:52,18.521,,
3140,2021-05-10,14:25:52,18.806,,
3141,2021-05-10,14:35:52,19.187,,
3142,2021-05-10,14:45:52,19.377,,
3143,2021-05-10,14:55:52,19.567,,
3144,2021-05-10,15:05:52,19.567,,
3145,2021-05-10,15:15:52,19.472,,
3146,2021-05-10,15:25:52,19.282,,
3147,2021-05-10,15:35:52,19.187,,
3148,2021-05-10,15:45:52,19.282,,
3149,2021-05-10,15:55:52,19.472,,
3150,2021-05-10,16:05:52,19.092,,
3151,2021-05-10,16:15:52,18.806,,
3152,2021-05-10,16:25:52,18.806,,
3153,2021-05-10,16:35:52,18.711,,
3154,2021-05-10,16:45:52,18.521,,
3155,2021-05-10,16:55:52,18.236,,
3156,2021-05-10,17:05:52,18.045,,
3157,2021-05-10,17:15:52,17.95,,
3158,2021-05-10,17:25:52,17.855,,
3159,2021-05-10,17:35:52,17.76,,
3160,2021-05-10,17:45:52,17.76,,
3161,2021-05-10,17:55:52,17.76,,
3162,2021-05-10,18:05:52,17.57,,
3163,2021-05-10,18:15:52,17.379,,
3164,2021-05-10,18:25:52,17.094,,
3165,2021-05-10,18:35:52,16.618,,
3166,2021-05-10,18:45:52,16.141,,
3167,2021-05-10,18:55:52,15.855,,
3168,2021-05-10,19:05:52,15.76,,
3169,2021-05-10,19:15:52,15.76,,
3170,2021-05-10,19:25:52,15.664,,
3171,2021-05-10,19:35:52,15.569,,
3172,2021-05-10,19:45:52,15.473,,
3173,2021-05-10,19:55:52,15.187,,
3174,2021-05-10,20:05:52,14.804,,
3175,2021-05-10,20:15:52,14.517,,
3176,2021-05-10,20:25:52,14.134,,
3177,2021-05-10,20:35:52,13.75,,
3178,2021-05-10,20:45:52,13.269,,
3179,2021-05-10,20:55:52,12.69,,
3180,2021-05-10,21:05:52,12.11,,
3181,2021-05-10,21:15:52,11.625,,
3182,2021-05-10,21:25:52,11.236,,
3183,2021-05-10,21:35:52,10.846,,
3184,2021-05-10,21:45:52,10.553,,
3185,2021-05-10,21:55:52,10.161,,
3186,2021-05-10,22:05:52,9.965,,
3187,2021-05-10,22:15:52,9.669,,
3188,2021-05-10,22:25:52,9.571,,
3189,2021-05-10,22:35:52,9.373,,
3190,2021-05-10,22:45:52,9.275,,
3191,2021-05-10,22:55:52,9.077,,
3192,2021-05-10,23:05:52,8.779,,
3193,2021-05-10,23:15:52,8.581,,
3194,2021-05-10,23:25:52,8.481,,
3195,2021-05-10,23:35:52,8.282,,
3196,2021-05-10,23:45:52,8.182,,
3197,2021-05-10,23:55:52,8.481,,
3198,2021-05-11,0:05:52,8.879,,
3199,2021-05-11,0:15:52,9.275,,
3200,2021-05-11,0:25:52,9.571,,
3201,2021-05-11,0:35:52,9.866,,
3202,2021-05-11,0:45:52,10.161,,
3203,2021-05-11,0:55:52,10.357,,
3204,2021-05-11,1:05:52,10.553,,
3205,2021-05-11,1:15:52,10.553,,
3206,2021-05-11,1:25:52,10.553,,
3207,2021-05-11,1:35:52,10.553,,
3208,2021-05-11,1:45:52,10.455,,
3209,2021-05-11,1:55:52,10.357,,
3210,2021-05-11,2:05:52,10.357,,
3211,2021-05-11,2:15:52,10.063,,
3212,2021-05-11,2:25:52,9.768,,
3213,2021-05-11,2:35:52,9.768,,
3214,2021-05-11,2:45:52,9.768,,
3215,2021-05-11,2:55:52,9.866,,
3216,2021-05-11,3:05:52,9.866,,
3217,2021-05-11,3:15:52,9.866,,
3218,2021-05-11,3:25:52,9.866,,
3219,2021-05-11,3:35:52,9.768,,
3220,2021-05-11,3:45:52,9.768,,
3221,2021-05-11,3:55:52,9.866,,
3222,2021-05-11,4:05:52,9.965,,
3223,2021-05-11,4:15:52,10.063,,
3224,2021-05-11,4:25:52,10.259,,
3225,2021-05-11,4:35:52,10.455,,
3226,2021-05-11,4:45:52,10.651,,
3227,2021-05-11,4:55:52,10.748,,
3228,2021-05-11,5:05:52,10.846,,
3229,2021-05-11,5:15:52,10.748,,
3230,2021-05-11,5:25:52,10.651,,
3231,2021-05-11,5:35:52,10.553,,
3232,2021-05-11,5:45:52,10.651,,
3233,2021-05-11,5:55:52,10.846,,
3234,2021-05-11,6:05:52,10.944,,
3235,2021-05-11,6:15:52,11.041,,
3236,2021-05-11,6:25:52,11.139,,
3237,2021-05-11,6:35:52,11.334,,
3238,2021-05-11,6:45:52,11.431,,
3239,2021-05-11,6:55:52,11.528,,
3240,2021-05-11,7:05:52,11.625,,
3241,2021-05-11,7:15:52,11.722,,
3242,2021-05-11,7:25:52,11.722,,
3243,2021-05-11,7:35:52,11.819,,
3244,2021-05-11,7:45:52,11.916,,
3245,2021-05-11,7:55:52,12.013,,
3246,2021-05-11,8:05:52,12.11,,
3247,2021-05-11,8:15:52,12.304,,
3248,2021-05-11,8:25:52,12.401,,
3249,2021-05-11,8:35:52,12.594,,
3250,2021-05-11,8:45:52,12.787,,
3251,2021-05-11,8:55:52,12.883,,
3252,2021-05-11,9:05:52,12.883,,
3253,2021-05-11,9:15:52,12.787,,
3254,2021-05-11,9:25:52,12.98,,
3255,2021-05-11,9:35:52,13.173,,
3256,2021-05-11,9:45:52,13.365,,
3257,2021-05-11,9:55:52,13.846,,
3258,2021-05-11,10:05:52,14.9,,
3259,2021-05-11,10:15:52,15.378,,
3260,2021-05-11,10:25:52,16.141,,
3261,2021-05-11,10:35:52,16.903,,
3262,2021-05-11,10:45:52,17.95,,
3263,2021-05-11,10:55:52,18.426,,
3264,2021-05-11,11:05:52,18.426,,
3265,2021-05-11,11:15:52,18.521,,
3266,2021-05-11,11:25:52,18.996,,
3267,2021-05-11,11:35:52,19.662,,
3268,2021-05-11,11:45:52,20.519,,
3269,2021-05-11,11:55:52,20.519,,
3270,2021-05-11,12:05:52,20.901,,
3271,2021-05-11,12:15:52,22.046,,
3272,2021-05-11,12:25:52,22.429,,
3273,2021-05-11,12:35:52,22.908,,
3274,2021-05-11,12:45:52,22.525,,
3275,2021-05-11,12:55:52,22.046,,
3276,2021-05-11,13:05:52,21.855,,
3277,2021-05-11,13:15:52,22.429,,
3278,2021-05-11,13:25:52,23.292,,
3279,2021-05-11,13:35:52,23.677,,
3280,2021-05-11,13:45:52,23.773,,
3281,2021-05-11,13:55:52,22.621,,
3282,2021-05-11,14:05:52,20.519,,
3283,2021-05-11,14:15:52,18.901,,
3284,2021-05-11,14:25:52,18.236,,
3285,2021-05-11,14:35:52,17.855,,
3286,2021-05-11,14:45:52,17.284,,
3287,2021-05-11,14:55:52,16.713,,
3288,2021-05-11,15:05:52,16.427,,
3289,2021-05-11,15:15:52,16.332,,
3290,2021-05-11,15:25:52,16.237,,
3291,2021-05-11,15:35:52,15.951,,
3292,2021-05-11,15:45:52,15.569,,
3293,2021-05-11,15:55:52,15.091,,
3294,2021-05-11,16:05:52,14.613,,
3295,2021-05-11,16:06:07,,231,0.193
3296,2021-05-11,16:14:08,,232,0.193
3297,2021-05-11,16:15:52,14.134,,
3298,2021-05-11,16:20:21,,233,0.193
3299,2021-05-11,16:25:41,,234,0.193
3300,2021-05-11,16:25:52,13.846,,
3301,2021-05-11,16:31:18,,235,0.193
3302,2021-05-11,16:35:52,13.654,,
3303,2021-05-11,16:41:38,,236,0.193
3304,2021-05-11,16:45:52,13.558,,
3305,2021-05-11,16:55:52,13.461,,
3306,2021-05-11,17:00:00,,237,0.193
3307,2021-05-11,17:05:52,13.365,,
3308,2021-05-11,17:15:52,13.173,,
3309,2021-05-11,17:25:52,13.076,,
3310,2021-05-11,17:35:52,12.883,,
3311,2021-05-11,17:42:25,,238,0.193
3312,2021-05-11,17:45:52,12.787,,
3313,2021-05-11,17:55:52,12.69,,
3314,2021-05-11,18:01:19,,239,0.193
3315,2021-05-11,18:05:52,12.69,,
3316,2021-05-11,18:13:07,,240,0.193
3317,2021-05-11,18:15:52,12.69,,
3318,2021-05-11,18:25:03,,241,0.193
3319,2021-05-11,18:25:52,12.69,,
3320,2021-05-11,18:35:52,12.594,,
3321,2021-05-11,18:35:58,,242,0.193
3322,2021-05-11,18:45:52,12.594,,
3323,2021-05-11,18:52:08,,243,0.193
3324,2021-05-11,18:55:52,12.401,,
3325,2021-05-11,19:05:05,,244,0.193
3326,2021-05-11,19:05:52,12.304,,
3327,2021-05-11,19:15:08,,245,0.193
3328,2021-05-11,19:15:52,12.207,,
3329,2021-05-11,19:25:26,,246,0.193
3330,2021-05-11,19:25:52,12.11,,
3331,2021-05-11,19:34:55,,247,0.193
3332,2021-05-11,19:35:52,11.916,,
3333,2021-05-11,19:45:52,11.819,,
3334,2021-05-11,19:47:53,,248,0.193
3335,2021-05-11,19:55:52,11.722,,
3336,2021-05-11,19:56:26,,249,0.193
3337,2021-05-11,20:05:41,,250,0.193
3338,2021-05-11,20:05:52,11.625,,
3339,2021-05-11,20:15:52,11.625,,
3340,2021-05-11,20:25:52,11.528,,
3341,2021-05-11,20:29:34,,251,0.193
3342,2021-05-11,20:35:52,11.528,,
3343,2021-05-11,20:45:52,11.528,,
3344,2021-05-11,20:46:40,,252,0.193
3345,2021-05-11,20:49:50,,253,0.193
3346,2021-05-11,20:54:25,,254,0.193
3347,2021-05-11,20:55:52,11.528,,
3348,2021-05-11,20:57:16,,255,0.193
3349,2021-05-11,20:59:18,,256,0.193
3350,2021-05-11,21:02:11,,257,0.193
3351,2021-05-11,21:05:52,11.528,,
3352,2021-05-11,21:06:36,,258,0.193
3353,2021-05-11,21:15:52,11.431,,
3354,2021-05-11,21:17:05,,259,0.193
3355,2021-05-11,21:25:52,11.236,,
3356,2021-05-11,21:35:52,11.139,,
3357,2021-05-11,21:39:37,,260,0.193
3358,2021-05-11,21:45:52,11.041,,
3359,2021-05-11,21:55:52,10.944,,
3360,2021-05-11,22:05:52,10.846,,
3361,2021-05-11,22:15:52,10.748,,
3362,2021-05-11,22:16:00,,261,0.193
3363,2021-05-11,22:25:52,10.748,,
3364,2021-05-11,22:35:52,10.651,,
3365,2021-05-11,22:45:52,10.651,,
3366,2021-05-11,22:55:52,10.553,,
3367,2021-05-11,23:00:20,,262,0.193
3368,2021-05-11,23:05:52,10.553,,
3369,2021-05-11,23:15:52,10.553,,
3370,2021-05-11,23:25:52,10.455,,
3371,2021-05-11,23:35:52,10.455,,
3372,2021-05-11,23:45:52,10.455,,
3373,2021-05-11,23:55:52,10.553,,
3374,2021-05-12,0:00:38,,263,0.193
3375,2021-05-12,0:05:52,10.748,,
3376,2021-05-12,0:14:13,,264,0.193
3377,2021-05-12,0:15:52,10.846,,
3378,2021-05-12,0:25:52,10.846,,
3379,2021-05-12,0:35:52,10.846,,
3380,2021-05-12,0:38:19,,265,0.193
3381,2021-05-12,0:45:52,10.846,,
3382,2021-05-12,0:55:52,10.846,,
3383,2021-05-12,1:01:56,,266,0.193
3384,2021-05-12,1:05:52,10.846,,
3385,2021-05-12,1:15:52,10.846,,
3386,2021-05-12,1:25:52,10.944,,
3387,2021-05-12,1:35:52,10.846,,
3388,2021-05-12,1:45:07,,267,0.193
3389,2021-05-12,1:45:52,10.846,,
3390,2021-05-12,1:55:52,10.748,,
3391,2021-05-12,2:05:35,,268,0.193
3392,2021-05-12,2:05:52,10.651,,
3393,2021-05-12,2:15:52,10.553,,
3394,2021-05-12,2:23:19,,269,0.193
3395,2021-05-12,2:25:52,10.455,,
3396,2021-05-12,2:35:52,10.357,,
3397,2021-05-12,2:45:52,10.259,,
3398,2021-05-12,2:55:52,10.161,,
3399,2021-05-12,3:04:17,,270,0.193
3400,2021-05-12,3:05:52,10.063,,
3401,2021-05-12,3:15:52,10.063,,
3402,2021-05-12,3:25:52,10.063,,
3403,2021-05-12,3:35:52,9.965,,
3404,2021-05-12,3:45:52,9.965,,
3405,2021-05-12,3:55:52,9.866,,
3406,2021-05-12,4:05:52,9.866,,
3407,2021-05-12,4:15:52,9.866,,
3408,2021-05-12,4:25:52,9.768,,
3409,2021-05-12,4:35:52,9.768,,
3410,2021-05-12,4:45:52,9.768,,
3411,2021-05-12,4:55:52,9.866,,
3412,2021-05-12,5:05:52,9.866,,
3413,2021-05-12,5:15:52,9.866,,
3414,2021-05-12,5:25:52,9.866,,
3415,2021-05-12,5:35:52,9.768,,
3416,2021-05-12,5:45:52,9.768,,
3417,2021-05-12,5:55:52,9.669,,
3418,2021-05-12,6:05:52,9.669,,
3419,2021-05-12,6:15:52,9.571,,
3420,2021-05-12,6:25:52,9.373,,
3421,2021-05-12,6:35:52,9.275,,
3422,2021-05-12,6:45:52,9.176,,
3423,2021-05-12,6:55:52,9.176,,
3424,2021-05-12,7:05:52,9.176,,
3425,2021-05-12,7:15:52,9.275,,
3426,2021-05-12,7:25:52,9.373,,
3427,2021-05-12,7:35:52,9.472,,
3428,2021-05-12,7:45:52,9.669,,
3429,2021-05-12,7:55:52,9.768,,
3430,2021-05-12,8:05:52,9.768,,
3431,2021-05-12,8:15:52,9.768,,
3432,2021-05-12,8:25:52,9.866,,
3433,2021-05-12,8:35:52,9.866,,
3434,2021-05-12,8:45:52,9.866,,
3435,2021-05-12,8:55:52,9.768,,
3436,2021-05-12,9:05:52,9.768,,
3437,2021-05-12,9:15:52,9.866,,
3438,2021-05-12,9:25:52,9.866,,
3439,2021-05-12,9:35:52,9.866,,
3440,2021-05-12,9:45:52,9.866,,
3441,2021-05-12,9:55:52,9.965,,
3442,2021-05-12,10:05:52,10.063,,
3443,2021-05-12,10:15:52,10.259,,
3444,2021-05-12,10:25:52,10.455,,
3445,2021-05-12,10:35:52,10.553,,
3446,2021-05-12,10:45:52,10.651,,
3447,2021-05-12,10:55:52,10.748,,
3448,2021-05-12,11:05:52,10.651,,
3449,2021-05-12,11:15:52,10.651,,
3450,2021-05-12,11:25:52,10.748,,
3451,2021-05-12,11:35:52,11.041,,
3452,2021-05-12,11:45:52,11.334,,
3453,2021-05-12,11:55:52,11.722,,
3454,2021-05-12,12:05:52,11.916,,
3455,2021-05-12,12:15:52,12.013,,
3456,2021-05-12,12:25:52,11.916,,
3457,2021-05-12,12:35:52,11.916,,
3458,2021-05-12,12:45:52,12.11,,
3459,2021-05-12,12:55:52,12.787,,
3460,2021-05-12,13:05:52,14.134,,
3461,2021-05-12,13:15:52,16.332,,
3462,2021-05-12,13:25:52,18.426,,
3463,2021-05-12,13:35:52,19.758,,
3464,2021-05-12,13:45:52,20.329,,
3465,2021-05-12,13:55:52,20.615,,
3466,2021-05-12,14:05:52,20.805,,
3467,2021-05-12,14:15:52,21.091,,
3468,2021-05-12,14:25:52,21.473,,
3469,2021-05-12,14:35:52,22.142,,
3470,2021-05-12,14:45:52,22.238,,
3471,2021-05-12,14:55:52,22.525,,
3472,2021-05-12,15:05:52,23.1,,
3473,2021-05-12,15:15:52,23.196,,
3474,2021-05-12,15:25:52,22.621,,
3475,2021-05-12,15:35:52,21.569,,
3476,2021-05-12,15:45:52,20.71,,
3477,2021-05-12,15:55:52,20.138,,
3478,2021-05-12,16:05:52,19.662,,
3479,2021-05-12,16:15:52,19.853,,
3480,2021-05-12,16:25:52,20.329,,
3481,2021-05-12,16:35:52,20.71,,
3482,2021-05-12,16:45:52,20.71,,
3483,2021-05-12,16:55:52,20.329,,
3484,2021-05-12,17:05:52,19.187,,
3485,2021-05-12,17:15:52,18.521,,
3486,2021-05-12,17:25:52,18.331,,
3487,2021-05-12,17:35:52,17.855,,
3488,2021-05-12,17:45:52,17.57,,
3489,2021-05-12,17:55:52,17.189,,
3490,2021-05-12,18:05:52,16.808,,
3491,2021-05-12,18:15:52,16.523,,
3492,2021-05-12,18:25:52,16.237,,
3493,2021-05-12,18:35:52,15.951,,
3494,2021-05-12,18:45:52,15.855,,
3495,2021-05-12,18:55:52,15.664,,
3496,2021-05-12,19:05:52,15.473,,
3497,2021-05-12,19:15:52,14.9,,
3498,2021-05-12,19:25:52,14.325,,
3499,2021-05-12,19:35:52,13.942,,
3500,2021-05-12,19:45:52,13.654,,
3501,2021-05-12,19:55:52,13.365,,
3502,2021-05-12,20:05:52,13.076,,
3503,2021-05-12,20:15:52,12.787,,
3504,2021-05-12,20:25:52,12.401,,
3505,2021-05-12,20:35:52,12.013,,
3506,2021-05-12,20:45:52,11.625,,
3507,2021-05-12,20:55:52,11.236,,
3508,2021-05-12,21:05:52,10.846,,
3509,2021-05-12,21:15:52,10.651,,
3510,2021-05-12,21:25:52,10.651,,
3511,2021-05-12,21:35:52,10.651,,
3512,2021-05-12,21:45:52,10.651,,
3513,2021-05-12,21:55:52,10.455,,
3514,2021-05-12,22:05:52,10.161,,
3515,2021-05-12,22:15:52,9.866,,
3516,2021-05-12,22:25:52,9.768,,
3517,2021-05-12,22:35:52,9.571,,
3518,2021-05-12,22:45:52,9.275,,
3519,2021-05-12,22:55:52,8.879,,
3520,2021-05-12,23:05:52,8.581,,
3521,2021-05-12,23:15:52,8.382,,
3522,2021-05-12,23:25:52,8.382,,
3523,2021-05-12,23:35:52,8.481,,
3524,2021-05-12,23:45:52,8.581,,
3525,2021-05-12,23:55:52,8.581,,
3526,2021-05-13,0:05:52,8.581,,
3527,2021-05-13,0:15:52,8.481,,
3528,2021-05-13,0:25:52,8.282,,
3529,2021-05-13,0:35:52,8.082,,
3530,2021-05-13,0:45:52,7.882,,
3531,2021-05-13,0:55:52,7.682,,
3532,2021-05-13,1:05:52,7.481,,
3533,2021-05-13,1:15:52,7.381,,
3534,2021-05-13,1:25:52,7.28,,
3535,2021-05-13,1:35:52,7.179,,
3536,2021-05-13,1:45:52,6.978,,
3537,2021-05-13,1:55:52,6.877,,
3538,2021-05-13,2:05:52,6.877,,
3539,2021-05-13,2:15:52,6.674,,
3540,2021-05-13,2:25:52,6.471,,
3541,2021-05-13,2:35:52,6.268,,
3542,2021-05-13,2:45:52,5.962,,
3543,2021-05-13,2:55:52,5.86,,
3544,2021-05-13,3:05:52,5.757,,
3545,2021-05-13,3:15:52,5.552,,
3546,2021-05-13,3:25:52,5.347,,
3547,2021-05-13,3:35:52,5.244,,
3548,2021-05-13,3:45:52,5.141,,
3549,2021-05-13,3:55:52,5.037,,
3550,2021-05-13,4:05:52,5.037,,
3551,2021-05-13,4:15:52,5.037,,
3552,2021-05-13,4:25:52,5.037,,
3553,2021-05-13,4:35:52,5.037,,
3554,2021-05-13,4:45:52,4.934,,
3555,2021-05-13,4:55:52,4.727,,
3556,2021-05-13,5:05:52,4.415,,
3557,2021-05-13,5:15:52,4.207,,
3558,2021-05-13,5:25:52,3.893,,
3559,2021-05-13,5:35:52,3.893,,
3560,2021-05-13,5:45:52,3.998,,
3561,2021-05-13,5:55:52,3.998,,
3562,2021-05-13,6:05:52,3.998,,
3563,2021-05-13,6:15:52,3.998,,
3564,2021-05-13,6:25:52,4.207,,
3565,2021-05-13,6:35:52,4.727,,
3566,2021-05-13,6:45:52,5.347,,
3567,2021-05-13,6:55:52,6.268,,
3568,2021-05-13,7:05:52,7.481,,
3569,2021-05-13,7:15:52,8.481,,
3570,2021-05-13,7:25:52,9.275,,
3571,2021-05-13,7:35:52,9.669,,
3572,2021-05-13,7:45:52,10.259,,
3573,2021-05-13,7:55:52,10.944,,
3574,2021-05-13,8:05:52,11.139,,
3575,2021-05-13,8:15:52,11.722,,
3576,2021-05-13,8:25:52,12.497,,
3577,2021-05-13,8:35:52,14.421,,
3578,2021-05-13,8:45:52,16.332,,
3579,2021-05-13,8:55:52,18.521,,
3580,2021-05-13,9:05:52,19.567,,
3581,2021-05-13,9:15:52,19.948,,
3582,2021-05-13,9:25:52,20.329,,
3583,2021-05-13,9:35:52,21.187,,
3584,2021-05-13,9:45:52,21.951,,
3585,2021-05-13,9:55:52,22.238,,
3586,2021-05-13,10:05:52,22.429,,
3587,2021-05-13,10:15:52,22.717,,
3588,2021-05-13,10:25:52,22.621,,
3589,2021-05-13,10:35:52,22.621,,
3590,2021-05-13,10:45:52,22.717,,
3591,2021-05-13,10:55:52,23.773,,
3592,2021-05-13,11:05:52,24.641,,
3593,2021-05-13,11:15:52,24.158,,
3594,2021-05-13,11:25:52,22.142,,
3595,2021-05-13,11:35:52,20.138,,
3596,2021-05-13,11:45:52,20.329,,
3597,2021-05-13,11:55:52,22.717,,
3598,2021-05-13,12:05:52,22.717,,
3599,2021-05-13,12:15:52,21.664,,
3600,2021-05-13,12:25:52,20.805,,
3601,2021-05-13,12:35:52,19.662,,
3602,2021-05-13,12:45:52,18.996,,
3603,2021-05-13,12:55:52,19.092,,
3604,2021-05-13,13:05:52,20.71,,
3605,2021-05-13,13:15:52,20.71,,
3606,2021-05-13,13:25:52,20.329,,
3607,2021-05-13,13:35:52,20.996,,
3608,2021-05-13,13:45:52,20.234,,
3609,2021-05-13,13:55:52,18.616,,
3610,2021-05-13,14:05:52,17.855,,
3611,2021-05-13,14:15:52,18.045,,
3612,2021-05-13,14:25:52,17.855,,
3613,2021-05-13,14:35:52,16.427,,
3614,2021-05-13,14:45:52,16.046,,
3615,2021-05-13,14:55:52,16.523,,
3616,2021-05-13,15:05:52,17.379,,
3617,2021-05-13,15:15:52,18.14,,
3618,2021-05-13,15:25:52,18.996,,
3619,2021-05-13,15:35:52,19.092,,
3620,2021-05-13,15:45:52,20.519,,
3621,2021-05-13,15:55:52,21.664,,
3622,2021-05-13,16:05:52,20.615,,
3623,2021-05-13,16:15:52,18.996,,
3624,2021-05-13,16:25:52,18.236,,
3625,2021-05-13,16:35:52,17.855,,
3626,2021-05-13,16:45:52,17.76,,
3627,2021-05-13,16:55:52,18.806,,
3628,2021-05-13,17:05:52,19.758,,
3629,2021-05-13,17:15:52,20.138,,
3630,2021-05-13,17:25:52,20.519,,
3631,2021-05-13,17:35:52,21.187,,
3632,2021-05-13,17:45:52,20.805,,
3633,2021-05-13,17:55:52,18.901,,
3634,2021-05-13,18:05:52,17.475,,
3635,2021-05-13,18:15:52,16.332,,
3636,2021-05-13,18:25:52,15.473,,
3637,2021-05-13,18:35:52,15.664,,
3638,2021-05-13,18:45:52,15.76,,
3639,2021-05-13,18:55:52,15.76,,
3640,2021-05-13,19:05:52,15.187,,
3641,2021-05-13,19:15:52,14.325,,
3642,2021-05-13,19:25:52,13.75,,
3643,2021-05-13,19:35:52,13.173,,
3644,2021-05-13,19:45:52,12.594,,
3645,2021-05-13,19:55:52,12.207,,
3646,2021-05-13,20:05:52,11.916,,
3647,2021-05-13,20:15:52,11.625,,
3648,2021-05-13,20:25:52,11.528,,
3649,2021-05-13,20:35:52,11.334,,
3650,2021-05-13,20:45:52,11.139,,
3651,2021-05-13,20:55:52,10.846,,
3652,2021-05-13,21:05:52,10.455,,
3653,2021-05-13,21:15:52,10.161,,
3654,2021-05-13,21:25:52,9.768,,
3655,2021-05-13,21:35:52,9.275,,
3656,2021-05-13,21:45:52,8.68,,
3657,2021-05-13,21:55:52,8.182,,
3658,2021-05-13,22:05:52,7.983,,
3659,2021-05-13,22:15:52,7.882,,
3660,2021-05-13,22:25:52,7.682,,
3661,2021-05-13,22:35:52,7.582,,
3662,2021-05-13,22:45:52,7.179,,
3663,2021-05-13,22:55:52,6.674,,
3664,2021-05-13,23:05:52,6.37,,
3665,2021-05-13,23:15:52,6.37,,
3666,2021-05-13,23:25:52,6.268,,
3667,2021-05-13,23:35:52,6.166,,
3668,2021-05-13,23:45:52,6.064,,
3669,2021-05-13,23:55:52,5.86,,
3670,2021-05-14,0:05:52,5.655,,
3671,2021-05-14,0:15:52,5.552,,
3672,2021-05-14,0:25:52,5.347,,
3673,2021-05-14,0:35:52,5.141,,
3674,2021-05-14,0:45:52,5.037,,
