Plot-Titel: GeN-2693 ,,,,,
Anz.,Date,Time,Temp,Event,Precip
1,2021-04-20,9:45:52,23.004,0,
2,2021-04-20,9:46:56,,,
3,2021-04-20,9:55:52,23.004,,
4,2021-04-20,10:05:52,22.238,,
5,2021-04-20,10:15:52,21.473,,
6,2021-04-20,10:25:52,21.091,,
7,2021-04-20,10:35:52,20.805,,
8,2021-04-20,10:45:52,20.615,,
9,2021-04-20,10:55:52,20.615,,
10,2021-04-20,11:05:52,20.615,,
11,2021-04-20,11:15:52,20.805,,
12,2021-04-20,11:25:52,20.996,,
13,2021-04-20,11:35:52,21.091,,
14,2021-04-20,11:45:52,21.091,,
15,2021-04-20,11:55:52,21.187,,
16,2021-04-20,12:05:52,21.187,,
17,2021-04-20,12:15:52,21.282,,
18,2021-04-20,12:25:52,21.282,,
19,2021-04-20,12:35:52,21.378,,
20,2021-04-20,12:45:52,21.378,,
21,2021-04-20,12:55:52,21.473,,
22,2021-04-20,13:05:52,21.569,,
23,2021-04-20,13:15:52,21.664,,
24,2021-04-20,13:25:52,21.664,,
25,2021-04-20,13:35:52,21.664,,
26,2021-04-20,13:45:52,21.664,,
27,2021-04-20,13:55:52,21.76,,
28,2021-04-20,14:05:52,21.855,,
29,2021-04-20,14:15:52,21.76,,
30,2021-04-20,14:25:52,21.76,,
31,2021-04-20,14:35:52,21.76,,
32,2021-04-20,14:45:52,21.76,,
33,2021-04-20,14:55:52,21.855,,
34,2021-04-20,15:05:52,21.951,,
35,2021-04-20,15:15:52,22.046,,
36,2021-04-20,15:25:52,22.142,,
37,2021-04-20,15:35:52,22.142,,
38,2021-04-20,15:45:52,22.238,,
39,2021-04-20,15:55:52,22.333,,
40,2021-04-20,16:05:52,22.429,,
41,2021-04-20,16:15:52,22.429,,
42,2021-04-20,16:25:52,22.429,,
43,2021-04-20,16:35:52,22.525,,
44,2021-04-20,16:45:52,22.525,,
45,2021-04-20,16:55:52,22.525,,
46,2021-04-20,17:05:52,22.525,,
47,2021-04-20,17:15:52,22.525,,
48,2021-04-20,17:25:52,22.525,,
49,2021-04-20,17:35:52,22.525,,
50,2021-04-20,17:45:52,22.525,,
51,2021-04-20,17:55:52,22.525,,
52,2021-04-20,18:05:52,22.429,,
53,2021-04-20,18:15:52,22.238,,
54,2021-04-20,18:25:52,22.046,,
55,2021-04-20,18:35:52,21.855,,
56,2021-04-20,18:45:52,21.664,,
57,2021-04-20,18:55:52,21.664,,
58,2021-04-20,19:05:52,21.664,,
59,2021-04-20,19:15:52,21.569,,
60,2021-04-20,19:25:52,21.473,,
61,2021-04-20,19:35:52,21.473,,
62,2021-04-20,19:45:52,21.473,,
63,2021-04-20,19:55:52,21.569,,
64,2021-04-20,20:05:52,21.664,,
65,2021-04-20,20:15:52,21.76,,
66,2021-04-20,20:25:52,21.76,,
67,2021-04-20,20:35:52,21.76,,
68,2021-04-20,20:45:52,21.855,,
69,2021-04-20,20:55:52,21.855,,
70,2021-04-20,21:05:52,21.855,,
71,2021-04-20,21:15:52,21.855,,
72,2021-04-20,21:25:52,21.855,,
73,2021-04-20,21:35:52,21.855,,
74,2021-04-20,21:45:52,21.855,,
75,2021-04-20,21:55:52,21.855,,
76,2021-04-20,22:05:52,21.855,,
77,2021-04-20,22:15:52,21.855,,
78,2021-04-20,22:25:52,21.855,,
79,2021-04-20,22:35:52,21.855,,
80,2021-04-20,22:45:52,21.855,,
81,2021-04-20,22:55:52,21.76,,
82,2021-04-20,23:05:52,21.76,,
83,2021-04-20,23:15:52,21.76,,
84,2021-04-20,23:25:52,21.76,,
85,2021-04-20,23:35:52,21.76,,
86,2021-04-20,23:45:52,21.76,,
87,2021-04-20,23:55:52,21.76,,
88,2021-04-21,0:05:52,21.76,,
89,2021-04-21,0:15:52,21.664,,
90,2021-04-21,0:25:52,21.664,,
91,2021-04-21,0:35:52,21.664,,
92,2021-04-21,0:45:52,21.664,,
93,2021-04-21,0:55:52,21.664,,
94,2021-04-21,1:05:52,21.664,,
95,2021-04-21,1:15:52,21.569,,
96,2021-04-21,1:25:52,21.569,,
97,2021-04-21,1:35:52,21.569,,
98,2021-04-21,1:45:52,21.569,,
99,2021-04-21,1:55:52,21.569,,
100,2021-04-21,2:05:52,21.569,,
101,2021-04-21,2:15:52,21.569,,
102,2021-04-21,2:25:52,21.569,,
103,2021-04-21,2:35:52,21.569,,
104,2021-04-21,2:45:52,21.569,,
105,2021-04-21,2:55:52,21.569,,
106,2021-04-21,3:05:52,21.473,,
107,2021-04-21,3:15:52,21.473,,
108,2021-04-21,3:25:52,21.473,,
109,2021-04-21,3:35:52,21.473,,
110,2021-04-21,3:45:52,21.473,,
111,2021-04-21,3:55:52,21.473,,
112,2021-04-21,4:05:52,21.473,,
113,2021-04-21,4:15:52,21.473,,
114,2021-04-21,4:25:52,21.473,,
115,2021-04-21,4:35:52,21.473,,
116,2021-04-21,4:45:52,21.473,,
117,2021-04-21,4:55:52,21.378,,
118,2021-04-21,5:05:52,21.378,,
119,2021-04-21,5:15:52,21.378,,
120,2021-04-21,5:25:52,21.378,,
121,2021-04-21,5:35:52,21.378,,
122,2021-04-21,5:45:52,21.378,,
123,2021-04-21,5:55:52,21.378,,
124,2021-04-21,6:05:52,21.378,,
125,2021-04-21,6:15:52,21.378,,
126,2021-04-21,6:25:52,21.378,,
127,2021-04-21,6:35:52,21.378,,
128,2021-04-21,6:45:52,21.378,,
129,2021-04-21,6:55:52,21.282,,
130,2021-04-21,7:05:52,21.282,,
131,2021-04-21,7:15:52,21.282,,
132,2021-04-21,7:25:52,21.282,,
133,2021-04-21,7:35:52,21.282,,
134,2021-04-21,7:45:52,20.805,,
135,2021-04-21,7:55:52,19.567,,
136,2021-04-21,8:05:52,19.472,,
137,2021-04-21,8:15:52,19.758,,
138,2021-04-21,8:25:52,20.138,,
139,2021-04-21,8:35:52,20.329,,
140,2021-04-21,8:45:52,19.853,,
141,2021-04-21,8:55:52,18.996,,
142,2021-04-21,9:05:52,18.616,,
143,2021-04-21,9:15:52,18.331,,
144,2021-04-21,9:25:52,18.236,,
145,2021-04-21,9:35:52,18.331,,
146,2021-04-21,9:45:52,18.426,,
147,2021-04-21,9:55:52,18.426,,
148,2021-04-21,10:05:52,18.616,,
149,2021-04-21,10:15:52,18.711,,
150,2021-04-21,10:25:52,19.092,,
151,2021-04-21,10:35:52,19.472,,
152,2021-04-21,10:45:52,19.853,,
153,2021-04-21,10:55:52,20.138,,
154,2021-04-21,11:05:52,20.329,,
155,2021-04-21,11:15:52,20.424,,
156,2021-04-21,11:25:52,20.519,,
157,2021-04-21,11:35:52,20.615,,
158,2021-04-21,11:45:52,20.71,,
159,2021-04-21,11:55:52,20.71,,
160,2021-04-21,12:05:52,20.71,,
161,2021-04-21,12:15:52,20.71,,
162,2021-04-21,12:25:52,20.71,,
163,2021-04-21,12:35:52,20.71,,
164,2021-04-21,12:45:52,20.805,,
165,2021-04-21,12:55:52,20.805,,
166,2021-04-21,13:05:52,20.805,,
167,2021-04-21,13:15:52,20.901,,
168,2021-04-21,13:25:52,20.901,,
169,2021-04-21,13:35:52,20.996,,
170,2021-04-21,13:45:52,21.091,,
171,2021-04-21,13:55:52,21.091,,
172,2021-04-21,14:05:52,21.187,,
173,2021-04-21,14:15:52,21.187,,
174,2021-04-21,14:25:52,21.282,,
175,2021-04-21,14:35:52,21.282,,
176,2021-04-21,14:45:52,21.282,,
177,2021-04-21,14:55:52,21.378,,
178,2021-04-21,15:05:52,21.473,,
179,2021-04-21,15:15:52,21.473,,
180,2021-04-21,15:25:52,21.569,,
181,2021-04-21,15:35:52,21.664,,
182,2021-04-21,15:45:52,21.76,,
183,2021-04-21,15:55:52,21.855,,
184,2021-04-21,16:05:52,21.855,,
185,2021-04-21,16:15:52,21.855,,
186,2021-04-21,16:25:52,21.951,,
187,2021-04-21,16:35:52,21.951,,
188,2021-04-21,16:45:52,22.046,,
189,2021-04-21,16:55:52,22.046,,
190,2021-04-21,17:05:52,22.046,,
191,2021-04-21,17:15:52,22.142,,
192,2021-04-21,17:25:52,22.142,,
193,2021-04-21,17:35:52,22.238,,
194,2021-04-21,17:45:52,22.238,,
195,2021-04-21,17:55:52,22.238,,
196,2021-04-21,18:05:52,22.238,,
197,2021-04-21,18:15:52,22.238,,
198,2021-04-21,18:25:52,22.142,,
199,2021-04-21,18:35:52,22.142,,
200,2021-04-21,18:45:52,22.142,,
201,2021-04-21,18:55:52,22.142,,
202,2021-04-21,19:05:52,22.142,,
203,2021-04-21,19:15:52,22.142,,
204,2021-04-21,19:25:52,22.142,,
205,2021-04-21,19:35:52,22.238,,
206,2021-04-21,19:45:52,22.238,,
207,2021-04-21,19:55:52,22.238,,
208,2021-04-21,20:05:52,22.238,,
209,2021-04-21,20:15:52,22.238,,
210,2021-04-21,20:25:52,22.238,,
211,2021-04-21,20:35:52,22.238,,
212,2021-04-21,20:45:52,22.238,,
213,2021-04-21,20:55:52,22.142,,
214,2021-04-21,21:05:52,22.142,,
215,2021-04-21,21:15:52,22.142,,
216,2021-04-21,21:25:52,22.142,,
217,2021-04-21,21:35:52,22.142,,
218,2021-04-21,21:45:52,22.046,,
219,2021-04-21,21:55:52,22.046,,
220,2021-04-21,22:05:52,22.046,,
221,2021-04-21,22:15:52,22.046,,
222,2021-04-21,22:25:52,22.046,,
223,2021-04-21,22:35:52,21.951,,
224,2021-04-21,22:45:52,21.951,,
225,2021-04-21,22:55:52,21.951,,
226,2021-04-21,23:05:52,21.951,,
227,2021-04-21,23:15:52,21.855,,
228,2021-04-21,23:25:52,21.855,,
229,2021-04-21,23:35:52,21.855,,
230,2021-04-21,23:45:52,21.855,,
231,2021-04-21,23:55:52,21.855,,
232,2021-04-22,0:05:52,21.855,,
233,2021-04-22,0:15:52,21.76,,
234,2021-04-22,0:25:52,21.76,,
235,2021-04-22,0:35:52,21.76,,
236,2021-04-22,0:45:52,21.76,,
237,2021-04-22,0:55:52,21.76,,
238,2021-04-22,1:05:52,21.76,,
239,2021-04-22,1:15:52,21.664,,
240,2021-04-22,1:25:52,21.664,,
241,2021-04-22,1:35:52,21.664,,
242,2021-04-22,1:45:52,21.664,,
243,2021-04-22,1:55:52,21.664,,
244,2021-04-22,2:05:52,21.664,,
245,2021-04-22,2:15:52,21.664,,
246,2021-04-22,2:25:52,21.569,,
247,2021-04-22,2:35:52,21.569,,
248,2021-04-22,2:45:52,21.569,,
249,2021-04-22,2:55:52,21.569,,
250,2021-04-22,3:05:52,21.569,,
251,2021-04-22,3:15:52,21.569,,
252,2021-04-22,3:25:52,21.569,,
253,2021-04-22,3:35:52,21.569,,
254,2021-04-22,3:45:52,21.569,,
255,2021-04-22,3:55:52,21.473,,
256,2021-04-22,4:05:52,21.473,,
257,2021-04-22,4:15:52,21.473,,
258,2021-04-22,4:25:52,21.473,,
259,2021-04-22,4:35:52,21.473,,
260,2021-04-22,4:45:52,21.473,,
261,2021-04-22,4:55:52,21.473,,
262,2021-04-22,5:05:52,21.473,,
263,2021-04-22,5:15:52,21.473,,
264,2021-04-22,5:25:52,21.473,,
265,2021-04-22,5:35:52,21.473,,
266,2021-04-22,5:45:52,21.378,,
267,2021-04-22,5:55:52,21.378,,
268,2021-04-22,6:05:52,21.378,,
269,2021-04-22,6:15:52,21.378,,
270,2021-04-22,6:25:52,21.378,,
271,2021-04-22,6:35:52,21.378,,
272,2021-04-22,6:45:52,21.378,,
273,2021-04-22,6:55:52,21.378,,
274,2021-04-22,7:05:52,21.378,,
275,2021-04-22,7:15:52,21.378,,
276,2021-04-22,7:25:52,21.282,,
277,2021-04-22,7:35:52,21.282,,
278,2021-04-22,7:45:52,21.378,,
279,2021-04-22,7:55:52,21.187,,
280,2021-04-22,8:05:52,20.901,,
281,2021-04-22,8:15:52,20.71,,
282,2021-04-22,8:25:52,20.71,,
283,2021-04-22,8:35:52,20.71,,
284,2021-04-22,8:45:52,20.805,,
285,2021-04-22,8:55:52,20.901,,
286,2021-04-22,9:05:52,21.091,,
287,2021-04-22,9:15:52,21.187,,
288,2021-04-22,9:25:52,21.282,,
289,2021-04-22,9:35:52,21.282,,
290,2021-04-22,9:45:52,21.378,,
291,2021-04-22,9:55:52,21.473,,
292,2021-04-22,10:05:52,21.473,,
293,2021-04-22,10:15:52,21.569,,
294,2021-04-22,10:25:52,21.473,,
295,2021-04-22,10:35:52,21.282,,
296,2021-04-22,10:45:52,21.187,,
297,2021-04-22,10:55:52,21.187,,
298,2021-04-22,11:05:52,21.187,,
299,2021-04-22,11:15:52,21.282,,
300,2021-04-22,11:25:52,21.473,,
301,2021-04-22,11:35:52,21.569,,
302,2021-04-22,11:45:52,21.664,,
303,2021-04-22,11:55:52,21.76,,
304,2021-04-22,12:05:52,21.76,,
305,2021-04-22,12:15:52,21.855,,
306,2021-04-22,12:25:52,21.855,,
307,2021-04-22,12:35:52,21.855,,
308,2021-04-22,12:45:52,21.855,,
309,2021-04-22,12:55:52,21.951,,
310,2021-04-22,13:05:52,22.046,,
311,2021-04-22,13:15:52,22.046,,
312,2021-04-22,13:25:52,22.142,,
313,2021-04-22,13:35:52,22.142,,
314,2021-04-22,13:45:52,22.238,,
315,2021-04-22,13:55:52,22.142,,
316,2021-04-22,14:05:52,22.046,,
317,2021-04-22,14:15:52,21.951,,
318,2021-04-22,14:25:52,21.855,,
319,2021-04-22,14:35:52,21.855,,
320,2021-04-22,14:45:52,21.855,,
321,2021-04-22,14:55:52,21.855,,
322,2021-04-22,15:05:52,21.855,,
323,2021-04-22,15:15:52,21.855,,
324,2021-04-22,15:25:52,21.855,,
325,2021-04-22,15:35:52,21.951,,
326,2021-04-22,15:45:52,22.046,,
327,2021-04-22,15:55:52,22.142,,
328,2021-04-22,16:05:52,22.238,,
329,2021-04-22,16:15:52,22.333,,
330,2021-04-22,16:25:52,22.429,,
331,2021-04-22,16:35:52,22.429,,
332,2021-04-22,16:45:52,22.429,,
333,2021-04-22,16:55:52,22.429,,
334,2021-04-22,17:05:52,22.429,,
335,2021-04-22,17:15:52,22.429,,
336,2021-04-22,17:25:52,22.525,,
337,2021-04-22,17:35:52,22.429,,
338,2021-04-22,17:45:52,22.429,,
339,2021-04-22,17:55:52,22.429,,
340,2021-04-22,18:05:52,22.333,,
341,2021-04-22,18:15:52,22.238,,
342,2021-04-22,18:25:52,22.142,,
343,2021-04-22,18:35:52,22.046,,
344,2021-04-22,18:45:52,22.046,,
345,2021-04-22,18:55:52,21.855,,
346,2021-04-22,19:05:52,21.76,,
347,2021-04-22,19:15:52,21.855,,
348,2021-04-22,19:25:52,21.951,,
349,2021-04-22,19:35:52,22.046,,
350,2021-04-22,19:45:52,22.046,,
351,2021-04-22,19:55:52,22.142,,
352,2021-04-22,20:05:52,22.142,,
353,2021-04-22,20:15:52,22.142,,
354,2021-04-22,20:25:52,22.142,,
355,2021-04-22,20:35:52,22.142,,
356,2021-04-22,20:45:52,22.142,,
357,2021-04-22,20:55:52,22.142,,
358,2021-04-22,21:05:52,22.142,,
359,2021-04-22,21:15:52,22.046,,
360,2021-04-22,21:25:52,22.046,,
361,2021-04-22,21:35:52,22.046,,
362,2021-04-22,21:45:52,22.046,,
363,2021-04-22,21:55:52,22.046,,
364,2021-04-22,22:05:52,22.046,,
365,2021-04-22,22:15:52,21.951,,
366,2021-04-22,22:25:52,21.951,,
367,2021-04-22,22:35:52,21.951,,
368,2021-04-22,22:45:52,21.951,,
369,2021-04-22,22:55:52,21.951,,
370,2021-04-22,23:05:52,21.951,,
371,2021-04-22,23:15:52,21.951,,
372,2021-04-22,23:25:52,21.855,,
373,2021-04-22,23:35:52,21.855,,
374,2021-04-22,23:45:52,21.855,,
375,2021-04-22,23:55:52,21.855,,
376,2021-04-23,0:05:52,21.855,,
377,2021-04-23,0:15:52,21.76,,
378,2021-04-23,0:25:52,21.76,,
379,2021-04-23,0:35:52,21.76,,
380,2021-04-23,0:45:52,21.76,,
381,2021-04-23,0:55:52,21.76,,
382,2021-04-23,1:05:52,21.76,,
383,2021-04-23,1:15:52,21.664,,
384,2021-04-23,1:25:52,21.664,,
385,2021-04-23,1:35:52,21.664,,
386,2021-04-23,1:45:52,21.664,,
387,2021-04-23,1:55:52,21.664,,
388,2021-04-23,2:05:52,21.569,,
389,2021-04-23,2:15:52,21.569,,
390,2021-04-23,2:25:52,21.569,,
391,2021-04-23,2:35:52,21.569,,
392,2021-04-23,2:45:52,21.569,,
393,2021-04-23,2:55:52,21.473,,
394,2021-04-23,3:05:52,21.473,,
395,2021-04-23,3:15:52,21.473,,
396,2021-04-23,3:25:52,21.473,,
397,2021-04-23,3:35:52,21.473,,
398,2021-04-23,3:45:52,21.378,,
399,2021-04-23,3:55:52,21.378,,
400,2021-04-23,4:05:52,21.378,,
401,2021-04-23,4:15:52,21.378,,
402,2021-04-23,4:25:52,21.378,,
403,2021-04-23,4:35:52,21.378,,
404,2021-04-23,4:45:52,21.378,,
405,2021-04-23,4:55:52,21.282,,
406,2021-04-23,5:05:52,21.282,,
407,2021-04-23,5:15:52,21.282,,
408,2021-04-23,5:25:52,21.282,,
409,2021-04-23,5:35:52,21.282,,
410,2021-04-23,5:45:52,21.282,,
411,2021-04-23,5:55:52,21.282,,
412,2021-04-23,6:05:52,21.187,,
413,2021-04-23,6:15:52,21.187,,
414,2021-04-23,6:25:52,21.187,,
415,2021-04-23,6:35:52,21.187,,
416,2021-04-23,6:45:52,21.187,,
417,2021-04-23,6:55:52,21.187,,
418,2021-04-23,7:05:52,21.187,,
419,2021-04-23,7:15:52,21.091,,
420,2021-04-23,7:25:52,21.091,,
421,2021-04-23,7:35:52,20.996,,
422,2021-04-23,7:45:52,20.901,,
423,2021-04-23,7:55:52,19.853,,
424,2021-04-23,8:05:52,18.236,,
425,2021-04-23,8:15:52,17.094,,
426,2021-04-23,8:25:52,16.427,,
427,2021-04-23,8:35:52,16.046,,
428,2021-04-23,8:45:52,15.76,,
429,2021-04-23,8:55:52,15.951,,
430,2021-04-23,9:05:52,16.713,,
431,2021-04-23,9:15:52,17.379,,
432,2021-04-23,9:25:52,17.95,,
433,2021-04-23,9:35:52,18.426,,
434,2021-04-23,9:45:52,18.806,,
435,2021-04-23,9:55:52,19.092,,
436,2021-04-23,10:05:52,19.282,,
437,2021-04-23,10:15:52,19.472,,
438,2021-04-23,10:25:52,19.662,,
439,2021-04-23,10:35:52,19.853,,
440,2021-04-23,10:45:52,19.948,,
441,2021-04-23,10:55:52,20.043,,
442,2021-04-23,11:05:52,20.043,,
443,2021-04-23,11:15:52,20.138,,
444,2021-04-23,11:25:52,20.234,,
445,2021-04-23,11:35:52,20.329,,
446,2021-04-23,11:45:52,20.424,,
447,2021-04-23,11:55:52,20.519,,
448,2021-04-23,12:05:52,20.615,,
449,2021-04-23,12:15:52,20.615,,
450,2021-04-23,12:25:52,20.71,,
451,2021-04-23,12:35:52,20.71,,
452,2021-04-23,12:45:52,20.805,,
453,2021-04-23,12:55:52,20.901,,
454,2021-04-23,13:05:52,20.996,,
455,2021-04-23,13:15:52,21.091,,
456,2021-04-23,13:25:52,21.187,,
457,2021-04-23,13:35:52,21.282,,
458,2021-04-23,13:45:52,21.378,,
459,2021-04-23,13:55:52,21.473,,
460,2021-04-23,14:05:52,21.569,,
461,2021-04-23,14:15:52,21.569,,
462,2021-04-23,14:25:52,21.664,,
463,2021-04-23,14:35:52,21.76,,
464,2021-04-23,14:45:52,21.855,,
465,2021-04-23,14:55:52,21.855,,
466,2021-04-23,15:05:52,21.951,,
467,2021-04-23,15:15:52,22.046,,
468,2021-04-23,15:25:52,22.046,,
469,2021-04-23,15:35:52,22.142,,
470,2021-04-23,15:45:52,22.238,,
471,2021-04-23,15:55:52,22.238,,
472,2021-04-23,16:05:52,22.333,,
473,2021-04-23,16:06:52,,1,0.193
474,2021-04-23,16:15:52,23.484,,
475,2021-04-23,16:25:52,25.805,,
476,2021-04-23,16:35:52,26.879,,
477,2021-04-23,16:45:52,26.488,,
478,2021-04-23,16:55:52,24.931,,
479,2021-04-23,17:05:52,23.388,,
480,2021-04-23,17:15:52,21.951,,
481,2021-04-23,17:25:52,20.805,,
482,2021-04-23,17:35:52,19.948,,
483,2021-04-23,17:45:52,19.282,,
484,2021-04-23,17:55:52,18.711,,
485,2021-04-23,18:05:52,18.236,,
486,2021-04-23,18:15:52,17.76,,
487,2021-04-23,18:25:52,16.713,,
488,2021-04-23,18:35:52,15.664,,
489,2021-04-23,18:45:52,15.187,,
490,2021-04-23,18:55:52,14.421,,
491,2021-04-23,19:05:52,13.654,,
492,2021-04-23,19:15:52,12.98,,
493,2021-04-23,19:25:52,12.304,,
494,2021-04-23,19:35:52,11.722,,
495,2021-04-23,19:45:52,11.236,,
496,2021-04-23,19:55:52,10.846,,
497,2021-04-23,20:05:52,10.161,,
498,2021-04-23,20:15:52,9.373,,
499,2021-04-23,20:25:52,8.581,,
500,2021-04-23,20:35:52,7.782,,
501,2021-04-23,20:45:52,6.877,,
502,2021-04-23,20:55:52,5.962,,
503,2021-04-23,21:05:52,5.141,,
504,2021-04-23,21:15:52,4.311,,
505,2021-04-23,21:25:52,3.893,,
506,2021-04-23,21:35:52,3.472,,
507,2021-04-23,21:45:52,2.943,,
508,2021-04-23,21:55:52,2.517,,
509,2021-04-23,22:05:52,2.195,,
510,2021-04-23,22:15:52,1.98,,
511,2021-04-23,22:25:52,1.764,,
512,2021-04-23,22:35:52,1.548,,
513,2021-04-23,22:45:52,1.33,,
514,2021-04-23,22:55:52,1.221,,
515,2021-04-23,23:05:52,1.112,,
516,2021-04-23,23:15:52,0.893,,
517,2021-04-23,23:25:52,0.674,,
518,2021-04-23,23:35:52,0.453,,
519,2021-04-23,23:45:52,0.343,,
520,2021-04-23,23:55:52,0.232,,
521,2021-04-24,0:05:52,0.01,,
522,2021-04-24,0:15:52,-0.102,,
523,2021-04-24,0:25:52,-0.325,,
524,2021-04-24,0:35:52,-0.437,,
525,2021-04-24,0:45:52,-0.549,,
526,2021-04-24,0:55:52,-0.774,,
527,2021-04-24,1:05:52,-0.887,,
528,2021-04-24,1:15:52,-1.001,,
529,2021-04-24,1:25:52,-1.114,,
530,2021-04-24,1:35:52,-1.001,,
531,2021-04-24,1:45:52,-1.228,,
532,2021-04-24,1:55:52,-1.228,,
533,2021-04-24,2:05:52,-1.341,,
534,2021-04-24,2:15:52,-1.341,,
535,2021-04-24,2:25:52,-1.341,,
536,2021-04-24,2:35:52,-1.456,,
537,2021-04-24,2:45:52,-1.57,,
538,2021-04-24,2:55:52,-1.456,,
539,2021-04-24,3:05:52,-1.57,,
540,2021-04-24,3:15:52,-1.57,,
541,2021-04-24,3:25:52,-1.684,,
542,2021-04-24,3:35:52,-1.684,,
543,2021-04-24,3:45:52,-1.799,,
544,2021-04-24,3:55:52,-1.684,,
545,2021-04-24,4:05:52,-1.57,,
546,2021-04-24,4:15:52,-1.341,,
547,2021-04-24,4:25:52,-1.341,,
548,2021-04-24,4:35:52,-1.341,,
549,2021-04-24,4:45:52,-1.228,,
550,2021-04-24,4:55:52,-1.228,,
551,2021-04-24,5:05:52,-1.341,,
552,2021-04-24,5:15:52,-1.341,,
553,2021-04-24,5:25:52,-1.341,,
554,2021-04-24,5:35:52,-1.228,,
555,2021-04-24,5:45:52,-1.341,,
556,2021-04-24,5:55:52,-1.57,,
557,2021-04-24,6:05:52,-1.57,,
558,2021-04-24,6:15:52,-1.456,,
559,2021-04-24,6:25:52,-1.456,,
560,2021-04-24,6:35:52,-1.456,,
561,2021-04-24,6:45:52,-1.341,,
562,2021-04-24,6:55:52,-1.114,,
563,2021-04-24,7:05:52,-0.662,,
564,2021-04-24,7:15:52,0.232,,
565,2021-04-24,7:25:52,1.003,,
566,2021-04-24,7:35:52,1.98,,
567,2021-04-24,7:45:52,3.049,,
568,2021-04-24,7:55:52,4.207,,
569,2021-04-24,8:05:52,5.141,,
570,2021-04-24,8:15:52,5.757,,
571,2021-04-24,8:25:52,6.268,,
572,2021-04-24,8:35:52,7.079,,
573,2021-04-24,8:45:52,8.481,,
574,2021-04-24,8:55:52,10.748,,
575,2021-04-24,9:05:52,13.269,,
576,2021-04-24,9:15:52,15.187,,
577,2021-04-24,9:25:52,16.427,,
578,2021-04-24,9:35:52,17.284,,
579,2021-04-24,9:45:52,18.426,,
580,2021-04-24,9:55:52,19.187,,
581,2021-04-24,10:05:52,19.758,,
582,2021-04-24,10:15:52,20.138,,
583,2021-04-24,10:25:52,20.71,,
584,2021-04-24,10:35:52,20.901,,
585,2021-04-24,10:45:52,20.805,,
586,2021-04-24,10:55:52,19.948,,
587,2021-04-24,11:05:52,19.662,,
588,2021-04-24,11:15:52,19.472,,
589,2021-04-24,11:25:52,19.758,,
590,2021-04-24,11:35:52,20.329,,
591,2021-04-24,11:45:52,20.71,,
592,2021-04-24,11:55:52,20.805,,
593,2021-04-24,12:05:52,21.187,,
594,2021-04-24,12:15:52,21.473,,
595,2021-04-24,12:25:52,21.664,,
596,2021-04-24,12:35:52,22.238,,
597,2021-04-24,12:45:52,22.717,,
598,2021-04-24,12:55:52,23.196,,
599,2021-04-24,13:05:52,22.908,,
600,2021-04-24,13:15:52,23.292,,
601,2021-04-24,13:25:52,23.677,,
602,2021-04-24,13:35:52,23.484,,
603,2021-04-24,13:45:52,23.1,,
604,2021-04-24,13:55:52,22.717,,
605,2021-04-24,14:05:52,22.908,,
606,2021-04-24,14:15:52,23.196,,
607,2021-04-24,14:25:52,23.196,,
608,2021-04-24,14:35:52,22.812,,
609,2021-04-24,14:45:52,22.429,,
610,2021-04-24,14:55:52,22.717,,
611,2021-04-24,15:05:52,22.812,,
612,2021-04-24,15:15:52,22.525,,
613,2021-04-24,15:25:52,22.621,,
614,2021-04-24,15:35:52,22.142,,
615,2021-04-24,15:45:52,22.525,,
616,2021-04-24,15:55:52,22.525,,
617,2021-04-24,16:05:52,22.429,,
618,2021-04-24,16:15:52,22.238,,
619,2021-04-24,16:25:52,21.951,,
620,2021-04-24,16:35:52,22.142,,
621,2021-04-24,16:45:52,22.142,,
622,2021-04-24,16:55:52,22.621,,
623,2021-04-24,17:05:52,22.525,,
624,2021-04-24,17:15:52,23.004,,
625,2021-04-24,17:25:52,23.1,,
626,2021-04-24,17:35:52,22.717,,
627,2021-04-24,17:45:52,22.812,,
628,2021-04-24,17:55:52,22.046,,
629,2021-04-24,18:05:52,21.473,,
630,2021-04-24,18:15:52,20.901,,
631,2021-04-24,18:25:52,20.234,,
632,2021-04-24,18:35:52,19.282,,
633,2021-04-24,18:45:52,17.95,,
634,2021-04-24,18:55:52,16.713,,
635,2021-04-24,19:05:52,15.855,,
636,2021-04-24,19:15:52,15.091,,
637,2021-04-24,19:25:52,14.421,,
638,2021-04-24,19:35:52,13.654,,
639,2021-04-24,19:45:52,13.076,,
640,2021-04-24,19:55:52,12.304,,
641,2021-04-24,20:05:52,11.528,,
642,2021-04-24,20:15:52,10.748,,
643,2021-04-24,20:25:52,10.161,,
644,2021-04-24,20:35:52,9.669,,
645,2021-04-24,20:45:52,9.077,,
646,2021-04-24,20:55:52,8.382,,
647,2021-04-24,21:05:52,7.682,,
648,2021-04-24,21:15:52,6.978,,
649,2021-04-24,21:25:52,6.268,,
650,2021-04-24,21:35:52,5.86,,
651,2021-04-24,21:45:52,5.552,,
652,2021-04-24,21:55:52,5.244,,
653,2021-04-24,22:05:52,5.037,,
654,2021-04-24,22:15:52,4.623,,
655,2021-04-24,22:25:52,4.207,,
656,2021-04-24,22:35:52,3.893,,
657,2021-04-24,22:45:52,3.367,,
658,2021-04-24,22:55:52,2.943,,
659,2021-04-24,23:05:52,2.624,,
660,2021-04-24,23:15:52,2.41,,
661,2021-04-24,23:25:52,2.195,,
662,2021-04-24,23:35:52,1.98,,
