Tag;AVG_RH200;AVG_TA200;MAX_GS200;MAX_RH200;MAX_TA200;MIN_RH200;MIN_TA200;SUM_GS200;SUM_NN050;SUM_SOH
27.10.2015;96,34;6,55;323,32;100,00;11,36;85,00;2,36;1721,64;,20;3,79
28.10.2015;96,97;6,70;203,75;100,00;12,12;78,50;4,16;842,37;,00;,09
29.10.2015;96,47;10,06;183,47;100,00;12,53;85,83;6,58;684,24;,70;,00
30.10.2015;92,65;9,03;118,25;100,00;10,75;86,00;5,87;702,07;,00;,00
31.10.2015;92,26;8,62;276,77;100,00;12,37;80,83;4,82;895,65;,00;,51
01.11.2015;100,00;4,42;93,40;100,00;5,94;100,00;2,91;516,50;,30;,00
02.11.2015;100,00;3,31;86,13;100,00;5,01;100,00;,76;500,25;,20;,00
03.11.2015;100,00;2,16;88,70;100,00;3,14;100,00;,97;458,99;,20;,00
04.11.2015;92,95;7,64;281,72;100,00;16,14;72,00;1,48;1488,86;,10;3,77
05.11.2015;88,48;11,44;280,54;100,00;19,66;61,67;7,05;1576,37;,00;4,29
06.11.2015;87,87;12,96;191,05;97,83;17,92;71,17;8,52;917,20;,00;1,19
07.11.2015;91,11;16,09;191,85;97,17;19,41;80,33;13,51;709,19;,00;,24
08.11.2015;89,87;15,44;261,57;97,50;19,72;75,67;11,78;1353,48;,00;3,49
09.11.2015;80,34;15,19;154,85;98,00;17,16;73,83;10,89;723,17;,10;,42
10.11.2015;70,62;13,74;263,40;81,33;16,64;53,50;12,04;1357,82;,00;3,69
11.11.2015;83,25;10,29;258,52;93,17;12,66;70,83;7,14;1551,35;,00;4,78
12.11.2015;89,31;9,38;132,73;100,00;13,87;71,67;5,89;597,35;,00;,00
13.11.2015;88,31;9,41;83,02;100,00;13,26;73,83;4,26;421,23;2,00;,00
14.11.2015;77,70;8,36;209,80;88,83;9,79;66,83;6,71;1036,97;,00;2,36
15.11.2015;71,06;11,96;251,08;80,00;14,54;55,83;8,65;1027,58;,80;2,39
16.11.2015;74,55;9,44;262,95;88,83;13,53;57,83;4,48;1445,58;,00;4,72
17.11.2015;81,61;13,19;94,35;90,67;15,68;75,33;9,87;331,57;,50;,00
18.11.2015;71,11;13,48;247,58;81,67;15,67;61,67;10,49;1352,07;2,20;4,40
19.11.2015;76,50;13,73;94,30;88,83;14,82;67,50;12,76;533,89;,40;,00
20.11.2015;99,12;7,64;18,27;100,00;13,36;92,17;4,28;66,47;74,70;,00
21.11.2015;95,64;2,51;93,82;100,00;4,65;88,67;-,26;483,28;2,80;,00
22.11.2015;95,58;,77;222,25;100,00;2,55;85,50;-,27;666,43;1,20;,83
23.11.2015;97,89;,02;98,97;100,00;1,80;93,67;-1,83;376,86;,50;,00
24.11.2015;90,05;-,93;258,30;100,00;2,98;78,00;-5,74;1163,90;,10;3,84
25.11.2015;96,73;2,51;99,22;100,00;4,05;91,17;-,42;295,13;1,60;,00
26.11.2015;98,78;2,68;67,67;100,00;4,32;94,50;,88;317,58;,60;,00
27.11.2015;100,00;-,92;128,13;100,00;,86;100,00;-3,16;562,67;,20;,45
28.11.2015;93,21;1,26;60,53;100,00;3,74;77,33;-2,19;218,74;1,20;,00
29.11.2015;83,25;6,98;72,62;90,67;9,74;70,50;3,71;342,37;1,70;,00
30.11.2015;88,10;9,03;50,45;96,33;10,05;75,83;8,00;258,52;8,60;,00
01.12.2015;94,56;9,00;23,57;98,00;9,87;86,33;8,33;107,98;16,80;,00
02.12.2015;89,35;8,72;76,48;95,83;10,09;82,33;7,26;328,72;,00;,00
03.12.2015;91,58;4,63;211,25;100,00;8,43;76,00;-,21;1005,41;,00;3,32
04.12.2015;95,06;4,20;39,52;100,00;8,94;86,83;-2,07;160,42;,20;,00
05.12.2015;96,70;6,06;159,47;100,00;8,74;89,00;3,26;818,47;,00;2,13
06.12.2015;88,88;6,33;219,92;100,00;12,73;63,00;1,07;1179,58;,30;4,73
07.12.2015;89,74;7,74;195,13;100,00;13,73;70,67;3,57;866,03;,00;2,56
08.12.2015;99,09;3,81;156,15;100,00;7,35;91,33;,98;731,23;,10;1,64
09.12.2015;96,08;5,48;192,62;100,00;8,03;86,00;1,73;687,82;6,20;1,36
10.12.2015;97,40;-,42;226,18;100,00;7,12;77,83;-4,40;1082,25;,20;4,25
11.12.2015;88,85;1,91;103,03;100,00;8,57;73,17;-5,41;500,41;,20;,07
12.12.2015;81,31;8,26;126,05;89,83;8,99;73,83;6,24;542,83;,00;,40
13.12.2015;86,73;6,92;215,23;94,17;9,25;75,50;4,47;685,45;,00;1,46
14.12.2015;91,78;3,99;203,90;100,00;8,47;76,33;-,09;992,10;,00;3,74
15.12.2015;92,96;5,69;149,60;99,83;11,33;77,50;2,08;563,70;,00;,61
16.12.2015;99,81;7,11;48,72;100,00;11,05;98,33;3,54;164,57;11,50;,00
17.12.2015;96,55;11,19;115,15;100,00;14,03;90,33;8,28;396,15;,00;,00
18.12.2015;90,69;10,39;206,52;100,00;13,75;78,17;7,93;745,83;,00;2,00
19.12.2015;94,24;8,45;188,07;100,00;13,77;75,33;5,80;885,61;,00;3,05
20.12.2015;91,67;7,17;210,30;100,00;12,55;74,67;2,51;1034,89;,10;4,16
21.12.2015;84,00;9,00;137,25;98,33;11,79;69,00;6,68;529,24;3,20;,41
22.12.2015;69,75;10,62;176,20;81,50;13,18;56,33;7,78;842,35;,00;2,74
23.12.2015;86,00;9,36;138,00;100,00;12,17;64,67;6,69;530,49;,50;,42
24.12.2015;85,06;10,39;179,07;100,00;14,99;68,00;7,76;752,21;,00;2,06
25.12.2015;73,35;12,34;215,47;81,83;14,57;65,83;10,03;922,76;,00;3,32
26.12.2015;86,08;8,76;210,12;99,83;14,52;67,67;4,89;1072,25;,00;4,41
27.12.2015;91,85;5,42;197,92;100,00;12,18;72,67;1,48;1064,85;,10;4,34
28.12.2015;88,08;3,69;236,75;100,00;11,29;61,17;-,37;1194,09;,10;5,27
29.12.2015;86,22;2,87;214,10;95,67;6,67;76,50;-1,22;1030,20;,00;4,03
30.12.2015;93,10;2,54;196,70;98,50;4,87;86,67;,47;691,72;,00;1,52
31.12.2015;98,64;1,27;53,07;100,00;6,62;95,17;-1,38;122,59;1,20;,00
